NAME_2,STATE_NA_1,Land resource area,Pasture_grassland_mean_npp(gC/m2/yr),Grassland/Pasture NPP percetage of LRRs,HANPP_grazing(gC/m2/yr)Site_speific,Grassland/Pasture area_Acres,Grassland/Pasture area_m2,HANPP_grazing_Tonnes(Site specific),County_Area_m2,HANPP_grazing_gC/m2/yr(County),HANPP_grazing_Tonnes(County)
Mercer,Illinois,C feed grains,732.594482,7.26,53.18635939,44988.2,182060947.1,9683.158961,1473049984,6.573544053,9683.158961
Monroe,Illinois,C feed grains,684.748143,7.26,49.71271518,41119,166402836.3,8272.336808,1030249984,8.02944619,8272.336808
Montgomery,Illinois,C feed grains,661.909285,7.26,48.05461409,42038.6,170124328.8,8175.258968,1837929984,4.448079654,8175.258968
Morgan,Illinois,C feed grains,714.613176,7.26,51.88091658,36859.9,149166854.9,7738.913156,1482419968,5.220459332,7738.913156
Ogle,Illinois,C feed grains,712.327801,7.26,51.71499835,49911.4,201984448.2,10445.62541,1976050048,5.286113789,10445.62541
Peoria,Illinois,C feed grains,685.985694,7.26,49.80256138,41260.1,166973848.3,8315.725329,1633030016,5.092206051,8315.725329
Piatt,Illinois,C feed grains,853.940587,7.26,61.99608662,10039.6,40628855.66,2518.830054,1138240000,2.21291648,2518.830054
Pike,Illinois,C feed grains,623.918447,7.26,45.29647925,85600.6,346413644.1,15691.31844,2198640128,7.136828917,15691.31844
Putnam,Illinois,C feed grains,735.836097,7.26,53.42170064,9776.2,39562912.73,2113.518081,445984000,4.738999786,2113.518081
Richland,Illinois,C feed grains,819.917279,7.26,59.52599446,25084.1,101511840.9,6042.59328,937182016,6.447619755,6042.59328
Saline,Illinois,C feed grains,668.00618,7.26,48.49724867,48259.9,195301058.9,9471.564019,1001619968,9.456245205,9471.564019
Schuyler,Illinois,C feed grains,725.985526,7.26,52.70654919,25403,102802384.6,5418.358939,1142950016,4.740678826,5418.358939
Scott,Illinois,C feed grains,698.271774,7.26,50.69453079,11544.5,46718975.27,2368.39653,654779008,3.617092945,2368.39653
Shelby,Illinois,C feed grains,692.214322,7.26,50.25475978,26370.2,106716507.6,5363.012452,1988800000,2.696607227,5363.012452
Stark,Illinois,C feed grains,751.576308,7.26,54.56443996,7508.7,30386657.68,1658.030959,746940032,2.219764489,1658.030959
Stephenson,Illinois,C feed grains,676.183724,7.26,49.09093836,41605.4,168371229,8265.501627,1463250048,5.648728075,8265.501627
Tazewell,Illinois,C feed grains,747.315852,7.26,54.25513086,21467.1,86874348.31,4713.379135,1703939968,2.76616502,4713.379135
Vermilion,Illinois,C feed grains,811.494991,7.26,58.91453635,19071.9,77181309.23,4547.101048,2334540032,1.9477503,4547.101048
Wabash,Illinois,C feed grains,795.976597,7.26,57.78790094,4573.8,18509528.27,1069.626786,588691008,1.816957914,1069.626786
Warren,Illinois,C feed grains,704.262546,7.26,51.12946084,21646.6,87600759.68,4478.979611,1406329984,3.184871021,4478.979611
Washington,Illinois,C feed grains,676.165647,7.26,49.08962597,18757.2,75907762.39,3726.283664,1460530048,2.551322836,3726.283664
Wayne,Illinois,C feed grains,647.751994,7.26,47.02679476,53151.2,215095465.2,10115.2503,1853180032,5.458320359,10115.2503
White,Illinois,C feed grains,727.856422,7.26,52.84237624,16914.2,68449399.41,3617.028917,1300409984,2.781452743,3617.028917
Whiteside,Illinois,C feed grains,789.684621,7.26,57.33110348,26011.5,105264898.9,6034.952812,1804160000,3.345020847,6034.952812
Will,Illinois,C feed grains,684.578897,7.26,49.70042792,46783.6,189326679.5,9409.616988,2199960064,4.277176273,9409.616988
Williamson,Illinois,C feed grains,513.792733,7.26,37.30135242,44645.3,180673278.8,6739.357643,1150819968,5.856135478,6739.357643
Woodford,Illinois,C feed grains,697.718645,7.26,50.65437363,16340,66125692.4,3349.555529,1405360000,2.383414591,3349.555529
Fountain,Indiana,C feed grains,797.065912,7.26,57.86698521,9396.2,38025105.93,2200.398243,1030630016,2.135003065,2200.398243
Marion,Indiana,C feed grains,845.3735,7.26,61.3741161,9046.8,36611133.05,2246.97593,1043790016,2.152708778,2246.97593
Lake,Indiana,C feed grains,714.097,7.26,51.8434422,19225.6,77803311.62,4033.591489,1307040000,3.086050533,4033.591489
Allen,Indiana,C feed grains,864.549,7.26,62.7662574,40832.8,165244625,10371.78667,1709430016,6.067394728,10371.78667
Hendricks,Indiana,C feed grains,856.4564,7.26,62.17873464,29146.2,117950590.9,7334.018494,1058600000,6.928035608,7334.018494
Delaware,Indiana,C feed grains,869.877121,7.26,63.15307898,19071.5,77179690.49,4874.13509,1025280000,4.753955104,4874.13509
Clark,Indiana,C feed grains,590.537,7.26,42.8729862,31188.4,126215088.4,5411.217744,973865024,5.556435041,5411.217744
Vigo,Indiana,C feed grains,829.7794,7.26,60.24198444,16469.2,66648546.71,4015.040714,1062680000,3.778221773,4015.040714
Adams,Indiana,C feed grains,878.030243,7.26,63.74499564,14321.5,57957105.49,3694.475437,880556992,4.195611948,3694.475437
Bartholomew,Indiana,C feed grains,792.128757,7.26,57.50854776,16063.8,65007949.67,3738.512778,1060649984,3.524737505,3738.512778
Benton,Indiana,C feed grains,852.993388,7.26,61.92731997,5321.5,21535365.49,1333.627469,1052649984,1.266923944,1333.627469
Blackford,Indiana,C feed grains,950.102777,7.26,68.97746161,4310.9,17445608.77,1203.353809,428896992,2.805694215,1203.353809
Boone,Indiana,C feed grains,870.485921,7.26,63.19727786,16876.6,68297237.48,4316.199494,1096099968,3.937779053,4316.199494
Carroll,Indiana,C feed grains,850.269243,7.26,61.72954704,7217.2,29206997.99,1802.934756,971113024,1.856565314,1802.934756
Cass,Indiana,C feed grains,820.325484,7.26,59.55563014,11599,46939529.14,2795.513236,1074739968,2.601106611,2795.513236
Clay,Indiana,C feed grains,832.200326,7.26,60.41774367,11542.1,46709262.81,2822.068267,933262016,3.023875631,2822.068267
Clinton,Indiana,C feed grains,883.471853,7.26,64.14005653,5975.1,24180393.19,1550.931786,1049630016,1.477598546,1550.931786
Daviess,Indiana,C feed grains,813.356895,7.26,59.04971058,29244.2,118347183.2,6988.366916,1131600000,6.175651216,6988.366916
Decatur,Indiana,C feed grains,859.528197,7.26,62.4017471,12887.8,52155122.31,3254.570752,967073024,3.365382625,3254.570752
DeKalb,Indiana,C feed grains,819.445647,7.26,59.49175397,27226.4,110181429.1,6554.886473,942451008,6.955148243,6554.886473
Fayette,Indiana,C feed grains,761.482651,7.26,55.28364046,9102.8,36837757.21,2036.525325,557142976,3.655301085,2036.525325
Floyd,Indiana,C feed grains,502.540575,7.26,36.48444575,15451.5,62530057.29,2281.374483,385536000,5.917409743,2281.374483
Fountain,Indiana,C feed grains,797.065912,7.26,57.86698521,9396.2,38025105.93,2200.398243,1030630016,2.135003065,2200.398243
Franklin,Indiana,C feed grains,667.238606,7.26,48.4415228,19625.9,79423269.67,3847.384128,1013240000,3.797110387,3847.384128
Fulton,Indiana,C feed grains,872.235874,7.26,63.32432445,10288.4,41635714.42,2636.553489,961499008,2.742128143,2636.553489
Gibson,Indiana,C feed grains,914.839618,7.26,66.41735627,14726.1,59594465.05,3958.106816,1292589952,3.06215193,3958.106816
Grant,Indiana,C feed grains,921.657873,7.26,66.91236158,13244.7,53599446.64,3586.465554,1074690048,3.337209236,3586.465554
Greene,Indiana,C feed grains,667.317554,7.26,48.44725442,35699.5,144470878.6,6999.21741,1413840000,4.950501761,6999.21741
Hamilton,Indiana,C feed grains,867.401317,7.26,62.97333561,31401,127075450.9,8002.365015,1042320000,7.677455115,8002.365015
Hancock,Indiana,C feed grains,899.939069,7.26,65.33557641,14423.4,58369480.52,3813.603655,795134016,4.79617722,3813.603655
Henry,Indiana,C feed grains,830.308134,7.26,60.28037053,22209.2,89877523.11,5417.850395,1022620032,5.298009256,5417.850395
Howard,Indiana,C feed grains,919.437102,7.26,66.75113361,8260.4,33428682.34,2231.402441,761238976,2.931277183,2231.402441
Huntington,Indiana,C feed grains,884.650938,7.26,64.2256581,12125.2,49068986.87,3151.487974,1004249984,3.138150883,3151.487974
Jackson,Indiana,C feed grains,796.238188,7.26,57.80689245,23064.1,93337183.73,5395.532541,1330960000,4.053865286,5395.532541
Jay,Indiana,C feed grains,904.489415,7.26,65.66593153,12330.7,49900616.6,3276.770473,994412032,3.295183855,3276.770473
Jefferson,Indiana,C feed grains,662.392382,7.26,48.08968693,20420.1,82637285.89,3974.001207,940291008,4.226352452,3974.001207
Jennings,Indiana,C feed grains,785.8068,7.26,57.04957368,14985.2,60643006.47,3459.657666,979945984,3.530457517,3459.657666
Johnson,Indiana,C feed grains,788.487823,7.26,57.24421595,20607.1,83394048.71,4773.826933,833644992,5.726450682,4773.826933
Knox,Indiana,C feed grains,910.338769,7.26,66.09059463,12632,51119935.52,3378.546936,1357570048,2.488672272,3378.546936
Kosciusko,Indiana,C feed grains,955.72443,7.26,69.38559362,28369.6,114807799.5,7966.007317,1436249984,5.54639332,7966.007317
LaGrange,Indiana,C feed grains,706.824704,7.26,51.31547351,31443.3,127246633,6529.721227,1001769984,6.518184145,6529.721227
Madison,Indiana,C feed grains,908.300485,7.26,65.94261521,20898.6,84573708.4,5577.01151,1172880000,4.754971958,5577.01151
Marshall,Indiana,C feed grains,910.687962,7.26,66.11594604,19755.3,79946933.36,5285.767132,1164739968,4.5381521,5285.767132
Miami,Indiana,C feed grains,881.70673,7.26,64.0119086,11407.3,46163746.08,2955.029494,977190016,3.024007047,2955.029494
Montgomery,Indiana,C feed grains,870.670438,7.26,63.2106738,13948.8,56448840.77,3568.16926,1309190016,2.725478515,3568.16926
Morgan,Indiana,C feed grains,724.182786,7.26,52.57567026,22465.4,90914328.64,4779.881765,1060440000,4.507451402,4779.881765
Newton,Indiana,C feed grains,824.911475,7.26,59.88857309,16237.5,65710889.25,3935.331393,1045230016,3.765038636,3935.331393
Noble,Indiana,C feed grains,889.928491,7.26,64.60880845,26487.9,107192823,6925.600568,1081100032,6.406068229,6925.600568
Orange,Indiana,C feed grains,613.931864,7.26,44.57145333,27932.8,113040131,5038.362923,1057209984,4.765716366,5038.362923
Owen,Indiana,C feed grains,671.443633,7.26,48.74680776,17880.8,72361094.29,3527.372352,1004449984,3.511745143,3527.372352
Parke,Indiana,C feed grains,832.757035,7.26,60.45816074,10769.9,43584277.51,2635.025256,1165459968,2.260931588,2635.025256
Pike,Indiana,C feed grains,832.81994,7.26,60.46272764,14701.2,59493698.23,3597.151273,883459968,4.07166301,3597.151273
Posey,Indiana,C feed grains,940.027867,7.26,68.24602314,9211.4,37277246.2,2544.023807,1086339968,2.341830258,2544.023807
Putnam,Indiana,C feed grains,810.365306,7.26,58.83252122,23545.6,95285746.82,5605.900721,1250130048,4.484254042,5605.900721
Randolph,Indiana,C feed grains,873.805222,7.26,63.43825912,13591.9,55004516.43,3489.390766,1173670016,2.973059479,3489.390766
Ripley,Indiana,C feed grains,786.269266,7.26,57.08314871,22948.2,92868152.65,5301.206568,1160320000,4.568745319,5301.206568
Rush,Indiana,C feed grains,895.477078,7.26,65.01163586,9686.6,39200314.08,2548.476544,1057830016,2.409155068,2548.476544
Scott,Indiana,C feed grains,673.592196,7.26,48.90279343,14662.3,59336275.38,2901.709618,499172000,5.813045639,2901.709618
Shelby,Indiana,C feed grains,882.433553,7.26,64.06467595,14897.1,60286478.11,3862.233684,1069080000,3.612670412,3862.233684
Steuben,Indiana,C feed grains,682.808098,7.26,49.57186791,24130.5,97652755.23,4840.829484,835244032,5.795706762,4840.829484
Sullivan,Indiana,C feed grains,849.916058,7.26,61.70390581,21815.4,88283869.64,5447.459577,1176930048,4.62853301,5447.459577
Tippecanoe,Indiana,C feed grains,802.902905,7.26,58.2907509,20215.9,81810917.07,4768.819788,1303180032,3.659371438,4768.819788
Tipton,Indiana,C feed grains,920.070674,7.26,66.79713093,3926.8,15891209.85,1061.487225,675001024,1.572571281,1061.487225
Union,Indiana,C feed grains,807.128482,7.26,58.59752779,5387.1,21800839.51,1277.475299,427987008,2.984845977,1277.475299
Vanderburgh,Indiana,C feed grains,796.299222,7.26,57.81132352,6740.6,27278264.52,1576.992575,611632000,2.578335625,1576.992575
Vermillion,Indiana,C feed grains,719.207472,7.26,52.21446247,11502.5,46549007.15,2430.531387,673196032,3.610436294,2430.531387
Wabash,Indiana,C feed grains,903.439233,7.26,65.58968832,13279.6,53740682.06,3524.834586,1090400000,3.23260692,3524.834586
Warren,Indiana,C feed grains,743.495937,7.26,53.97780503,9204.7,37250132.24,2010.680375,949051008,2.118622032,2010.680375
Warrick,Indiana,C feed grains,826.710433,7.26,60.01917744,28018.4,113386542.2,6805.366997,1012680000,6.720155426,6805.366997
Wayne,Indiana,C feed grains,757.390171,7.26,54.98652641,26838.1,108610033.4,5972.088469,1047209984,5.702856695,5972.088469
Wells,Indiana,C feed grains,927.893006,7.26,67.36503224,7941,32136115.26,2164.85044,958875008,2.257698263,2164.85044
Whitley,Indiana,C feed grains,962.527226,7.26,69.87947661,17447.1,70605971.11,4933.908306,875155008,5.637753611,4933.908306
Appanoose,Iowa,C feed grains,535.014351,7.26,38.84204188,118400.7,479151056.8,18611.20542,1337010048,13.92001911,18611.20542
Black Hawk,Iowa,C feed grains,694.504276,7.26,50.42101044,28946.4,117142028.3,5906.419432,1483059968,3.982589753,5906.419432
Johnson,Iowa,C feed grains,597.490384,7.26,43.37780188,61489,248837374.5,10794.01833,1613990016,6.68778507,10794.01833
Polk,Iowa,C feed grains,645.774924,7.26,46.88325948,41832.2,169289056.9,7936.822782,1532070016,5.180456963,7936.822782
Adair,Iowa,C feed grains,579.00592,7.26,42.03582979,79488.5,321678831.1,13522.03659,1476999936,9.15506918,13522.03659
Adams,Iowa,C feed grains,541.198401,7.26,39.29100391,76651.4,310197484.6,12187.97058,1102200064,11.0578569,12187.97058
Allamakee,Iowa,C feed grains,550.254204,7.26,39.94845521,99326.1,401958821,16057.63396,1706109952,9.41184004,16057.63396
Audubon,Iowa,C feed grains,676.050326,7.26,49.08125367,36752.3,148731412.8,7299.924199,1148280064,6.357268081,7299.924199
Benton,Iowa,C feed grains,652.250151,7.26,47.35336096,43349.8,175430571.6,8307.227182,1860909952,4.464067256,8307.227182
Boone,Iowa,C feed grains,703.759904,7.26,51.09296903,26116.9,105691437.9,5400.089365,1485769984,3.634539278,5400.089365
Bremer,Iowa,C feed grains,658.988315,7.26,47.84255167,25629.6,103719403.1,4962.2009,1138019968,4.360381223,4962.2009
Buchanan,Iowa,C feed grains,711.432083,7.26,51.64996923,30111.8,121858238.9,6293.974292,1484540032,4.239679736,6293.974292
Buena Vista,Iowa,C feed grains,672.536963,7.26,48.82618351,23572.7,95395416.72,4657.794123,1502809984,3.099389925,4657.794123
Butler,Iowa,C feed grains,668.636151,7.26,48.54298456,35697.5,144462784.9,7012.654735,1506720000,4.654252107,7012.654735
Calhoun,Iowa,C feed grains,746.572424,7.26,54.20115798,18096.5,73234001.99,3969.367712,1482179968,2.678060558,3969.367712
Carroll,Iowa,C feed grains,702.12163,7.26,50.97403034,23582.7,95435885.32,4864.751714,1476770048,3.294183628,4864.751714
Cass,Iowa,C feed grains,597.398207,7.26,43.37110983,60392.2,244398778.5,10599.84626,1463079936,7.244885261,10599.84626
Cedar,Iowa,C feed grains,655.379617,7.26,47.58056019,36781.2,148848367,7082.288687,1507040000,4.699469614,7082.288687
Cerro Gordo,Iowa,C feed grains,674.645169,7.26,48.97923927,30072,121697173.9,5960.635,1489639936,4.001393126,5960.635
Cherokee,Iowa,C feed grains,609.19293,7.26,44.22740672,40482.7,163827819.3,7245.679597,1494809984,4.847224513,7245.679597
Chickasaw,Iowa,C feed grains,626.908762,7.26,45.51357612,29729,120309100.9,5475.697424,1309810048,4.18052788,5475.697424
Clarke,Iowa,C feed grains,512.011743,7.26,37.17205254,110985.4,449142375.8,16695.54399,1118230016,14.93033075,16695.54399
Clay,Iowa,C feed grains,610.177645,7.26,44.29889703,32609.3,131965271.8,5845.915987,1483219968,3.94136818,5845.915987
Clayton,Iowa,C feed grains,589.664398,7.26,42.80963529,90600,366645516,15695.96082,2053340032,7.644111826,15695.96082
Clinton,Iowa,C feed grains,668.417711,7.26,48.52712582,44292.1,179243927.8,8698.192637,1839480064,4.72861479,8698.192637
Crawford,Iowa,C feed grains,616.56444,7.26,44.76257834,48496.7,196259355.4,8785.07477,1851910016,4.74379138,8785.07477
Dallas,Iowa,C feed grains,640.266521,7.26,46.48334942,40849.2,165310993.5,7684.208675,1532269952,5.014918334,7684.208675
Davis,Iowa,C feed grains,534.30057,7.26,38.79022138,114872.6,464873330,18032.53939,1307559936,13.79098494,18032.53939
Decatur,Iowa,C feed grains,515.96891,7.26,37.45934287,141726.1,573545685,21484.64447,1381490048,15.55179098,21484.64447
Delaware,Iowa,C feed grains,679.404071,7.26,49.32473555,41548.4,168140558,8293.488561,1499529984,5.530725393,8293.488561
Des Moines,Iowa,C feed grains,652.051232,7.26,47.33891944,24864.6,100623555.2,4763.410372,1113159936,4.279178775,4763.410372
Dickinson,Iowa,C feed grains,566.06415,7.26,41.09625729,25491.8,103161745.7,4239.561646,1045649984,4.05447493,4239.561646
Dubuque,Iowa,C feed grains,606.763957,7.26,44.05106328,69527.7,281368868,12394.59781,1596749952,7.762391221,12394.59781
Emmet,Iowa,C feed grains,602.737822,7.26,43.75876588,21009.2,85021291.11,3720.426772,1041260032,3.573004493,3720.426772
Fayette,Iowa,C feed grains,622.776258,7.26,45.21355633,65146.5,263638765,11920.04615,1893920000,6.293848817,11920.04615
Floyd,Iowa,C feed grains,630.435969,7.26,45.76965135,28617.7,115811825.4,5300.666872,1298620032,4.081768909,5300.666872
Franklin,Iowa,C feed grains,690.292406,7.26,50.11522868,28617.7,115811825.4,5803.936114,1508729984,3.846901815,5803.936114
Fremont,Iowa,C feed grains,589.686713,7.26,42.81125536,28427.8,115043326.7,4925.149238,1338210048,3.68040073,4925.149238
Greene,Iowa,C feed grains,682.930349,7.26,49.58074334,23388.4,94649580.42,4692.796554,1479559936,3.171751573,4692.796554
Grundy,Iowa,C feed grains,723.205685,7.26,52.50473273,14464.3,58534997.1,3073.364378,1300009984,2.364108288,3073.364378
Guthrie,Iowa,C feed grains,580.214427,7.26,42.1235674,79010.6,319744836.7,13468.79318,1536029952,8.768574573,13468.79318
Hamilton,Iowa,C feed grains,746.141279,7.26,54.16985686,17534.9,70961285.41,3843.962673,1495570048,2.570232453,3843.962673
Hancock,Iowa,C feed grains,698.222264,7.26,50.69093637,21164.4,85649363.78,4341.646449,1484230016,2.925184373,4341.646449
Hardin,Iowa,C feed grains,654.173841,7.26,47.49302086,27303.4,110493037.3,5247.648126,1476210048,3.554811277,5247.648126
Harrison,Iowa,C feed grains,582.771628,7.26,42.30922019,45459.7,183969041.5,7783.586687,1816630016,4.284629572,7783.586687
Henry,Iowa,C feed grains,629.656697,7.26,45.7130762,43342.9,175402648.3,8018.194628,1130680064,7.091479617,8018.194628
Howard,Iowa,C feed grains,606.402656,7.26,44.02483283,33161.9,134201566.6,5908.201536,1226400000,4.81751593,5908.201536
Humboldt,Iowa,C feed grains,713.554774,7.26,51.80407659,10934,44248367.24,2292.245806,1128450048,2.031322352,2292.245806
Ida,Iowa,C feed grains,621.736989,7.26,45.1381054,24756.7,100186899,4522.246805,1119260032,4.04038979,4522.246805
Iowa,Iowa,C feed grains,552.73901,7.26,40.12885213,73453.6,297256435.7,11928.55955,1521580032,7.839587337,11928.55955
Jackson,Iowa,C feed grains,542.21118,7.26,39.36453167,87605,354525170.3,13955.71729,1682520064,8.294532465,13955.71729
Jasper,Iowa,C feed grains,597.312762,7.26,43.36490652,67127.4,271655190,11780.30192,1898310016,6.20567864,11780.30192
Jefferson,Iowa,C feed grains,617.331471,7.26,44.81826479,57550.2,232897602.4,10438.06641,1131549952,9.224574129,10438.06641
Jones,Iowa,C feed grains,615.225204,7.26,44.66534981,49990.3,202303745.5,9035.967559,1494380032,6.046632962,9035.967559
Keokuk,Iowa,C feed grains,538.532873,7.26,39.09748658,72345.4,292771705.4,11446.63782,1502009984,7.620879985,11446.63782
Kossuth,Iowa,C feed grains,690.392916,7.26,50.1225257,32498.5,131516879.7,6591.958183,2524290048,2.611410756,6591.958183
Lee,Iowa,C feed grains,587.670293,7.26,42.66486327,45576.9,184443333.5,7869.249607,1395459968,5.639179759,7869.249607
Linn,Iowa,C feed grains,640.721159,7.26,46.51635614,51764.4,209483279.8,9744.398849,1876460032,5.192969039,9744.398849
Louisa,Iowa,C feed grains,613.451083,7.26,44.53654863,27903.2,112920344,5029.082389,1081549952,4.649884529,5029.082389
Lucas,Iowa,C feed grains,533.63294,7.26,38.74175144,100173.7,405388939.6,15705.47754,1124770048,13.96327859,15705.47754
Lyon,Iowa,C feed grains,562.586157,7.26,40.843755,29707.9,120223712.2,4910.387846,1522119936,3.226019008,4910.387846
