,,,,,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,gC/m2/yr County Density,,gC/m2/yr County Density,,gC/m2/yr County Density,,gC/m2/yr County Density,,gC/m2/yr County Density,,gC/m2/yr County Density,,gC/m2/yr County Density,,gC/m2/yr County Density,,gC/m2/yr County Density,,gC/m2/yr County Density,,gC/m2/yr County Density,gC/m2/yr ,
County,State,ID,Year,Area m2,Alfalfa,Corn Grain,Corn Silage,Cotton Pima,Cotton Upland,Haylage,Sorghum,Soybeans,Wheat Winter,Wheat Spring Durum,Wheat Excl Duram,Crops Other,Total crops,Hardwood,Softwood,Total Timber,BLM Grazing,USFS Grazing,Grazing Private Land,Total Grazing,Total HANPP Harvest,Alfalfa,Corn Grain,Corn Silage,Cotton Pima,Cotton Upland,Haylage,Sorghum,Soybeans,Wheat Winter,Wheat Spring,Wheat Excl Duram,Crops Other,Total crops,Hardwood,Softwood,Total Timber,USFS Grazing,BLM Grazing,Grazing Private Land,Total Grazing,Total HANPP Harvest,NPP 2012,NPP Percent
ANDROSCOGGIN,MAINE,MAINE_ANDROSCOGGIN,2012,1287449984,,,,0,,,0,0,,,,,0,50439.26651,46040.17033,96479.43684,,,,0,96479.43684,0,0,0,0,0,0,0,0,0,0,0,0,0,39.17765128,3.57607E-05,39.17768704,,0,,0,74.93839608,580.08975,12.92
ANGELINA,TEXAS,TEXAS_ANGELINA,2012,2239450112,,,,0,,,0,0,,,,,0,42720.19315,155535.7581,198255.9513,,,,0,198255.9513,0,0,0,0,0,0,0,0,0,0,0,0,0,19.07619773,6.94527E-05,19.07626718,,0,,0,88.52885366,422.790787,20.94
ANNE ARUNDEL,MARYLAND,MARYLAND_ANNE ARUNDEL,2012,1163960064,,8026.017,,0,,,0,5334.693,,,,,13360.71,13923.42834,762.9307975,14686.35914,,,,0,28047.06914,0,6.895440186,0,0,0,0,0,4.583226835,0,0,0,0,11.47866702,11.9621186,6.55461E-07,11.96211926,,0,,0,24.09624695,964.160802,2.50
ANOKA,MINNESOTA,MINNESOTA_ANOKA,2012,1155379968,7012.876,23113.47,,0,,,0,3386.206,,,,,33512.552,13247.36759,907.1066962,14154.47429,,,,0,47667.02629,6.069757304,20.00508113,0,0,0,0,0,2.930815917,0,0,0,0,29.00565435,11.46581034,7.85115E-07,11.46581113,,0,,0,41.25658018,543.173088,7.60
ANSON,NORTH CAROLINA,NORTH CAROLINA_ANSON,2012,1390819968,,15295.56,,0,1948.245,,0,14433.67,12326.94,,,,44004.415,25288.09511,135212.9637,160501.0588,,,,0,204505.4738,0,10.99751251,0,0,1.400788776,0,0,10.37781333,8.863073786,0,0,0,31.6391884,18.18214844,9.72182E-05,18.18224566,,0,,0,147.0395008,536.168223,27.42
ANTELOPE,NEBRASKA,NEBRASKA_ANTELOPE,2012,2223689984,30091.61,741462.4,,0,,,0,179328.5,212.4127,,,,951094.9227,1309.332843,6.007329114,1315.340172,,,,0,952410.2629,13.53228652,333.4378467,0,0,0,0,0,80.64455985,0.095522623,0,0,0,427.7102157,0.588810874,2.70151E-09,0.588810877,,0,,0,428.3017281,436.276519,98.17
ANTRIM,MICHIGAN,MICHIGAN_ANTRIM,2012,1360240000,,6908.253,,0,,,0,0,1568.542,,,,8476.795,35035.35071,2637.217481,37672.56819,,,,0,46149.36319,0,5.078701553,0,0,0,0,0,0,1.153136211,0,0,0,6.231837764,25.75674198,1.93879E-06,25.75674392,,0,,0,33.9273681,623.259459,5.44
APACHE,ARIZONA,ARIZONA_APACHE,2012,29056999424,16402.35,,,0,,,0,0,,,,,16402.35,18142.38972,207463.1109,225605.5006,922.4817,,,922.4817,242930.3323,0.564488775,0,0,0,0,0,0,0,0,0,0,0,0.564488775,0.624372443,7.13987E-06,0.624379583,3.292086,0.031747315,,0.031747315,8.360475518,107.791342,7.76
APPANOOSE,IOWA,IOWA_APPANOOSE,2012,1337010048,29053.36,28450.42,,0,,,0,32510.14,,,,,90013.92,4415.789196,,4415.789196,,,,0,94429.7092,21.73009847,21.27913701,0,0,0,0,0,24.31555398,0,0,0,0,67.32478947,3.302734488,,3.302734488,,0,,0,70.62752396,535.014351,13.20
APPLING,GEORGIA,GEORGIA_APPLING,2012,1326419968,,5899.906,,0,12827.71,,0,1928.025,2681.339,,,,23336.98,47538.19571,161813.417,209351.6127,,,,0,232688.5927,0,4.447992448,0,0,9.670926486,0,0,1.45355547,2.021485702,0,0,0,17.59396011,35.83947532,0.000121993,35.83959731,,0,,0,175.4260327,654.762077,26.79
APPOMATTOX,VIRGINIA,VIRGINIA_APPOMATTOX,2012,868356992,,526.0571,,0,,,0,1999.644,1662.212,,,,4187.9131,35771.31558,33953.42415,69724.73973,,,,0,73912.65283,0,0.60580741,0,0,0,0,0,2.302790233,1.914203508,0,0,0,4.82280115,41.19425065,3.91008E-05,41.19428975,,0,,0,85.11781849,539.837062,15.77
ARANSAS,TEXAS,TEXAS_ARANSAS,2012,754401984,,148.0442,,0,276.5665,,1532.163,0,,,,,1956.7737,,,0,,,,0,1956.7737,0,0.19624047,0,0,0.366603622,0,2.030963641,0,0,0,0,0,2.593807733,,,0,,0,,0,2.593807733,400.265836,0.65
ARAPAHOE,COLORADO,COLORADO_ARAPAHOE,2012,2086099968,3200.674,2656.821,,0,,,2202.914,0,40510.74,,,,48571.149,,,0,,,,0,48571.149,1.534286012,1.273582782,0,0,0,0,1.055996373,0,19.41936658,0,0,0,23.28323175,,,0,,0,,0,23.28323175,309.212314,7.53
ARCHER,TEXAS,TEXAS_ARCHER,2012,2396999936,,,,0,,,0,0,24459.61,,,,24459.61,,,0,,,,0,24459.61,0,0,0,0,0,0,0,0,10.20425976,0,0,0,10.20425976,,,0,,0,,0,10.20425976,216.34728,4.72
ARCHULETA,COLORADO,COLORADO_ARCHULETA,2012,3509080064,6545.739,,,0,,,0,0,48.15412,,,,6593.89312,8.557731,5040.149127,5048.706858,6.861249,,,6.861249,11649.46123,1.865371801,0,0,0,0,0,0,0,0.013722719,0,0,0,1.87909452,0.002438739,1.43632E-06,0.002440175,2.694457,0.001955284,,0.001955284,3.31980491,258.712182,1.28
ARENAC,MICHIGAN,MICHIGAN_ARENAC,2012,963019008,,53322.28,,0,,,0,21563.38,15235.81,,,,90121.47,19734.12769,2721.320089,22455.44778,,,,0,112576.9178,0,55.36991436,0,0,0,0,0,22.39143757,15.82088191,0,0,0,93.58223384,20.49193995,2.82582E-06,20.49194278,,0,,0,116.8999956,642.653381,18.19
ARKANSAS,ARKANSAS,ARKANSAS_ARKANSAS,2012,2677280000,,156590.4,,0,233.9743,,1163.758,230591.6,36705.31,,,,425285.0423,26186.65686,2565.129532,28751.78639,,,,0,454036.8287,0,58.48861531,0,0,0.08739254,0,0.434679227,86.12905636,13.70992575,0,0,0,158.8496692,9.781067673,9.5811E-07,9.781068631,,0,,0,169.5888471,1097.988109,15.45
ARLINGTON,VIRGINIA,VIRGINIA_ARLINGTON,2012,67372304,,,,0,,,0,0,,,,,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,,0,0,735.352941,0.00
ARMSTRONG,PENNSYLVANIA,PENNSYLVANIA_ARMSTRONG,2012,1719289984,14178.42,40104.34,,0,,,0,5541.985,1422.531,,,,61247.276,43130.96424,1549.890911,44680.85515,,,,0,105928.1312,8.246671668,23.32610576,0,0,0,0,0,3.223414928,0.827394455,0,0,0,35.62358681,25.08649771,9.01471E-07,25.08649861,,0,,0,61.61155601,246.563114,24.99
ARMSTRONG,TEXAS,TEXAS_ARMSTRONG,2012,2366670080,,,,0,14962.95,,5943.914,0,13900.02,,,,34806.884,,,0,,,,0,34806.884,0,0,0,0,6.322364121,0,2.511509336,0,5.873239417,0,0,0,14.70711287,,,0,,0,,0,14.70711287,641.019704,2.29
AROOSTOOK,MAINE,MAINE_AROOSTOOK,2012,17682100224,,,,0,,,0,0,,,,,0,565640.3459,273291.4234,838931.7693,,,,0,838931.7693,0,0,0,0,0,0,0,0,0,0,0,0,0,31.98943218,1.54558E-05,31.98944764,,0,,0,47.44525586,667.12305,7.11
ARTHUR,NEBRASKA,NEBRASKA_ARTHUR,2012,1860050048,11723.77,22690.25,,0,,,8.850641,1146.138,656.0993,,,,36225.10794,,,0,,,,0,36225.10794,6.302932554,12.1987309,0,0,0,0,0.004758281,0.616186646,0.352732068,0,0,0,19.47534045,,,0,,0,,0,19.47534045,280.287586,6.95
ASCENSION,LOUISIANA,LOUISIANA_ASCENSION,2012,784092032,,,,0,,,0,0,,,,,0,10936.78022,973.1873165,11909.96754,,,,0,11909.96754,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9483374,1.24116E-06,13.94833864,,0,,0,15.18950206,806.899893,1.88
ASHE,NORTH CAROLINA,NORTH CAROLINA_ASHE,2012,1109340032,,213.3431,,0,,,0,102.0471,,,,,315.3902,47957.52452,8998.979013,56956.50353,,,,0,57271.89373,0,0.192315335,0,0,0,0,0,0.091989018,0,0,0,0,0.284304353,43.23068053,8.11201E-06,43.23068864,,0,,0,51.6269963,616.332443,8.38
ASHLAND,OHIO,OHIO_ASHLAND,2012,1105529984,,92638.18,,0,,,0,46105.05,6347.927,,,,145091.157,9473.408217,883.0773797,10356.4856,,,,0,155447.6426,0,83.79526683,0,0,0,0,0,41.70402492,5.74197633,0,0,0,131.2412681,8.569110159,7.98782E-07,8.569110958,,0,,0,140.6091602,582.39553,24.14
ASHLAND,WISCONSIN,WISCONSIN_ASHLAND,2012,2735889920,5592.757,2359.962,,0,,,0,295.7501,632.9803,,,,8881.4494,79313.05091,14603.81708,93916.86799,,,,0,102798.3174,2.044218577,0.862593916,0,0,0,0,0,0.108100146,0.231361757,0,0,0,3.246274397,28.98985457,5.33787E-06,28.98985991,,0,,0,37.57399618,855.389207,4.39
ASHLEY,ARKANSAS,ARKANSAS_ASHLEY,2012,2436000000,,119281.9,,0,,,472.8898,59252.88,15653.06,,,,194660.7298,167637.3926,189615.3362,357252.7288,,,,0,551913.4586,0,48.96629721,0,0,0,0,0.194125534,24.32384236,6.425722496,0,0,0,79.9099876,68.81666361,7.78388E-05,68.81674145,,0,,0,226.5654592,466.301455,48.59
ASHTABULA,OHIO,OHIO_ASHTABULA,2012,1837590016,,59172.41,,0,,,0,40919.03,3169.735,,,,103261.175,26220.88778,42.0513038,26262.93908,,,,0,129524.1141,0,32.20109463,0,0,0,0,0,22.267769,1.724941348,0,0,0,56.19380498,14.26917188,2.28839E-08,14.2691719,,0,,0,70.4858608,830.935221,8.48
ASOTIN,WASHINGTON,WASHINGTON_ASOTIN,2012,1658940032,5042.039,,,0,,,0,0,34040.43,,5214.363,,44296.832,949.908141,480.5863291,1430.49447,25.07678,,,25.07678,45752.40325,3.039313599,0,0,0,0,0,0,0,20.51938548,0,3.143189566,0,26.70188864,0.572599445,2.89695E-07,0.572599735,1.201673,0.015116146,,0.015116146,27.57929905,313.565564,8.80
ASSUMPTION,LOUISIANA,LOUISIANA_ASSUMPTION,2012,944091008,,,,0,,,0,4239.618,,,,,4239.618,17654.59905,,17654.59905,,,,0,21894.21705,0,0,0,0,0,0,0,4.49068783,0,0,0,0,4.49068783,18.70010296,,18.70010296,,0,,0,23.19079079,1049.287136,2.21
ATASCOSA,TEXAS,TEXAS_ATASCOSA,2012,3163760128,,3370.026,,0,,,1048.81,0,940.1035,,,,5358.9395,,,0,,,,0,5358.9395,0,1.065196432,0,0,0,0,0.331507433,0,0.297147528,0,0,0,1.693851393,,,0,,0,,0,1.693851393,296.8423,0.57
ATCHISON,MISSOURI,MISSOURI_ATCHISON,2012,1424669952,1828.957,313832.1,,0,,,137.9269,140177.6,457.0204,,,,456433.6043,530.579322,72.08794937,602.6672714,,,,0,457036.2716,1.283775935,220.2840732,0,0,0,0,0.09681323,98.39303468,0.320790369,0,0,0,320.3784874,0.372422624,5.05998E-08,0.372422675,,0,,0,320.8015098,478.93452,66.98
ATCHISON,KANSAS,KANSAS_ATCHISON,2012,1123459968,2990.743,78943.96,,0,,,673.7189,44288.19,2990.395,,,,129887.0069,1103.947299,,1103.947299,,,,0,130990.9542,2.662082393,70.26860079,0,0,0,0,0.59968216,39.42124442,2.661772636,0,0,0,115.6133824,0.982631629,,0.982631629,,0,,0,116.596014,574.083568,20.31
ATHENS,OHIO,OHIO_ATHENS,2012,1316550016,,5965.513,,0,,,0,3010.79,127.4344,,,,9103.7374,28967.91944,955.1653291,29923.08477,,,,0,39026.82217,0,4.531170808,0,0,0,0,0,2.286878556,0.096794196,0,0,0,6.91484356,22.00290083,7.25506E-07,22.00290156,,0,,0,29.64325069,559.063786,5.30
ATKINSON,GEORGIA,GEORGIA_ATKINSON,2012,893307008,,9480.934,,0,8475.87,,0,838.0327,222.6558,,,,19017.4925,30765.04295,32619.79709,63384.84004,,,,0,82402.33254,0,10.61329858,0,0,9.488193783,0,0,0.938123951,0.249248912,0,0,0,21.28886523,34.43949579,3.65158E-05,34.43953231,,0,,0,92.24413533,604.764697,15.25
ATLANTIC,NEW JERSEY,NEW JERSEY_ATLANTIC,2012,1579869952,401.087,579.5495,,0,,,0,258.9812,397.3867,,,,1637.0044,2815.493499,168.2052152,2983.698714,,,,0,4620.703114,0.253873428,0.366833675,0,0,0,0,0,0.163925644,0.251531273,0,0,0,1.03616402,1.782104594,1.06468E-07,1.7821047,,0,,0,2.924736374,814.493506,0.36
ATOKA,OKLAHOMA,OKLAHOMA_ATOKA,2012,2563849984,523.6801,,,0,,,0,0,134.8938,,,,658.5739,24954.3436,3009.671886,27964.01549,,,,0,28622.58939,0.204255359,0,0,0,0,0,0,0,0.052613765,0,0,0,0.256869124,9.733152779,1.17389E-06,9.733153953,,0,,0,11.16390958,389.531808,2.87
ATTALA,MISSISSIPPI,MISSISSIPPI_ATTALA,2012,1907990016,,3324.972,,0,1745.119,,0,4237.62,682.8363,,,,9990.5473,28043.68449,96327.52234,124371.2068,,,,0,134361.7541,0,1.742656918,0,0,0.914637386,0,0,2.220986465,0.357882533,0,0,0,5.236163301,14.69802475,5.04864E-05,14.69807524,,0,,0,70.42057506,615.289992,11.45
AUDRAIN,MISSOURI,MISSOURI_AUDRAIN,2012,1804739968,,64491.33,,0,,,6350.645,89276.58,28594.29,,,,188712.845,14454.00766,,14454.00766,,,,0,203166.8527,0,35.73441667,0,0,0,0,3.518869816,49.46783558,15.84399443,0,0,0,104.5651165,8.008914257,,8.008914257,,0,,0,112.5740308,596.16612,18.88
AUDUBON,IOWA,IOWA_AUDUBON,2012,1148280064,9022.166,290627.2,,0,,,0,95070.08,,,,,394719.446,445.002012,,445.002012,,,,0,395164.448,7.85711281,253.0978366,0,0,0,0,0,82.79346039,0,0,0,0,343.7484098,0.387537872,,0.387537872,,0,,0,344.1359477,676.050326,50.90
AUGLAIZE,OHIO,OHIO_AUGLAIZE,2012,1040969984,9000.391,163663.4,,0,,,0,119515,33566.69,,,,325745.481,11227.74307,,11227.74307,,,,0,336973.2241,8.646158043,157.2220165,0,0,0,0,0,114.8111875,32.24558875,0,0,0,312.9249508,10.78584709,,10.78584709,,0,,0,323.7107979,835.777523,38.73
AUGUSTA,VIRGINIA,VIRGINIA_AUGUSTA,2012,2514070016,18794.93,34916.29,,0,,,0,0,2075.408,,,,55786.628,74392.35558,2925.569278,77317.92486,,,,0,133104.5529,7.4758976,13.88835226,0,0,0,0,0,0,0.825517184,0,0,0,22.18976705,29.59040723,1.16368E-06,29.59040839,,0,,0,52.9438528,570.376767,9.28
AURORA,SOUTH DAKOTA,SOUTH DAKOTA_AURORA,2012,1845900032,28469.15,101037.1,,0,,,1375.591,45005.18,34870.69,,938.9065,,211696.6175,,,0,,,,0,211696.6175,15.42290997,54.73595441,0,0,0,0,0.745214246,24.38115782,18.89088759,0,0.508644284,0,114.6847683,,,0,,0,,0,114.6847683,374.783836,30.60
AUSTIN,TEXAS,TEXAS_AUSTIN,2012,1700080000,,9499.921,,0,1473.153,,3153.979,0,,,,,14127.053,,,0,,,,0,14127.053,0,5.587925862,0,0,0.866519811,0,1.855194461,0,0,0,0,0,8.309640135,,,0,,0,,0,8.309640135,439.734651,1.89
AUTAUGA,ALABAMA,ALABAMA_AUTAUGA,2012,1565360000,,2002.922,,0,4169.495,,0,1219.946,,,,,7392.363,69480.21799,,69480.21799,,,,0,76872.58099,0,1.279528032,0,0,2.663601344,0,0,0.779338938,0,0,0,0,4.722468314,44.3860952,,44.3860952,,0,,0,49.10856352,614.735905,7.99
AVERY,NORTH CAROLINA,NORTH CAROLINA_AVERY,2012,641230976,,42.66862,,0,,,0,0,,,,,42.66862,5605.313805,1009.231291,6614.545096,,,,0,6657.213716,0,0.066541732,0,0,0,0,0,0,0,0,0,0,0.066541732,8.74148944,1.5739E-06,8.741491014,,0,,0,10.38192783,644.963603,1.61
AVOYELLES,LOUISIANA,LOUISIANA_AVOYELLES,2012,2242220032,,29281.13,,0,4148.908,,73323.46,93188.47,,,,,199941.968,32844.57158,12741.54505,45586.11663,,,,0,245528.0846,0,13.05899046,0,0,1.850357209,0,32.70127773,41.56080522,0,0,0,0,89.17143061,14.64823751,5.68256E-06,14.64824319,,0,,0,109.502226,921.650529,11.88
BACA,COLORADO,COLORADO_BACA,2012,6622960128,6409.37,139650.1,,0,,,24408.45,0,99346.68,,,,269814.6,,,0,,,,0,269814.6,0.967750051,21.08575279,0,0,0,0,3.685429102,0,15.00034397,0,0,0,40.73927591,,,0,2.694457,0,,0,40.73927591,175.680023,23.19
BACON,GEORGIA,GEORGIA_BACON,2012,740243008,,3568.502,,0,7025.806,,0,572.3964,408.3529,,,,11575.0573,29438.59464,66567.21391,96005.80855,,,,0,107580.8659,0,4.820716929,0,0,9.49121562,0,0,0.77325472,0.551647088,0,0,0,15.63683436,39.768825,8.99262E-05,39.76891493,,0,,0,145.331823,684.26595,21.24
BAILEY,TEXAS,TEXAS_BAILEY,2012,2142909952,,,,0,6190.264,,6049.563,0,4305.401,,,,16545.228,,,0,,,,0,16545.228,0,0,0,0,2.888718676,0,2.823059828,0,2.00913762,0,0,0,7.720916124,,,0,,0,,0,7.720916124,248.908448,3.10
BAKER,FLORIDA,FLORIDA_BAKER,2012,1524800000,,,,0,,,0,0,,,,,0,3662.708868,74046.33866,77709.04753,,,,0,77709.04753,0,0,0,0,0,0,0,0,0,0,0,0,0,2.402091335,4.85613E-05,2.402139896,,0,,0,50.96343621,236.795353,21.52
BAKER,GEORGIA,GEORGIA_BAKER,2012,904672000,,44513.18,,0,10762.18,,0,1231.296,1999.65,,,,58506.306,1882.70082,11053.48557,12936.18639,,,,0,71442.49239,0,49.20366719,0,0,11.89622316,0,0,1.36104135,2.210359114,0,0,0,64.67129081,2.081086648,1.22182E-05,2.081098866,,0,,0,78.97060193,463.241431,17.05
BAKER,OREGON,OREGON_BAKER,2012,7999179776,83105.22,,,0,,,0,0,18457.48,,17313.57,,118876.27,,30397.08532,30397.08532,3795.104,,,3795.104,153068.4593,10.38921769,0,0,0,0,0,0,0,2.307421575,0,2.164418163,0,14.86105742,,3.80003E-06,3.80003E-06,1.801522,0.474436643,,0.474436643,19.13551934,691.485915,2.77
BALDWIN,GEORGIA,GEORGIA_BALDWIN,2012,694630016,,603.5682,,0,43.16138,,0,279.9578,340.63,,,,1267.31738,12228.9976,20929.53463,33158.53223,,,,0,34425.84961,0,0.868906016,0,0,0.062135783,0,0,0.403031533,0.49037616,0,0,0,1.824449492,17.60505207,3.01305E-05,17.6050822,,0,,0,49.55997987,499.247494,9.93
BALDWIN,ALABAMA,ALABAMA_BALDWIN,2012,4352679936,,7935.91,,0,5438.956,,0,13982.85,,,,,27357.716,15934.49512,104647.6732,120582.1683,,,,0,147939.8843,0,1.82322388,0,0,1.249564884,0,0,3.212469147,0,0,0,0,6.285257911,3.660846962,2.40421E-05,3.660871004,,0,,0,33.98822943,729.103598,4.66
BALLARD,KENTUCKY,KENTUCKY_BALLARD,2012,708544000,,32748.98,,0,,,0,30328.51,28059.48,,,,91136.97,38809.31009,156.190557,38965.50065,,,,0,130102.4706,0,46.22010771,0,0,0,0,0,42.80398959,39.60160555,0,0,0,128.6257028,54.77332401,2.20439E-07,54.77332423,,0,,0,183.6194656,811.742556,22.62
BALTIMORE,MARYLAND,MARYLAND_BALTIMORE,2012,1608920064,,64369.9,,0,,,0,16726.14,6158.927,,,,87254.967,18116.71653,552.6742785,18669.39081,,,,0,105924.3578,0,40.00814052,0,0,0,0,0,10.39588005,3.827988188,0,0,0,54.23200876,11.26017192,3.43506E-07,11.26017226,,0,,0,65.83568704,617.166667,10.67
BAMBERG,SOUTH CAROLINA,SOUTH CAROLINA_BAMBERG,2012,1024200000,,12615.07,,0,4080.775,,0,2827.402,2838.477,,,,22361.724,51526.09835,79699.23535,131225.3337,,,,0,153587.0577,0,12.31699863,0,0,3.984353642,0,0,2.760595587,2.771408905,0,0,0,21.83335677,50.30862952,7.78161E-05,50.30870734,,0,,0,149.9580723,536.920294,27.93
BANDERA,TEXAS,TEXAS_BANDERA,2012,2065699968,,,,0,,,0,0,,,,,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,,0,0,209.204986,0.00
BANKS,GEORGIA,GEORGIA_BANKS,2012,605902016,,880.8524,,0,,,0,0,125.1625,,,,1006.0149,6888.973455,6115.461038,13004.43449,,,,0,14010.44939,0,1.453786878,0,0,0,0,0,0,0.206572179,0,0,0,1.660359057,11.36978137,1.00932E-05,11.36979146,,0,,0,23.12329225,559.014057,4.14
BANNER,NEBRASKA,NEBRASKA_BANNER,2012,1932280064,9926.902,23845.92,,0,,,0,445.3381,37412.54,,,,71630.7001,547.694784,1363.663709,1911.358493,,,,0,73542.05859,5.137403312,12.34081976,0,0,0,0,0,0.230472853,19.36186203,0,0,0,37.07055796,0.283444825,7.05728E-07,0.283445531,,0,,0,38.05973056,309.090656,12.31
BANNOCK,IDAHO,IDAHO_BANNOCK,2012,2973469952,49839.9,,,0,,,0,0,28101.77,,14084.81,,92026.48,,,0,670.9518,,,670.9518,92697.4318,16.76152805,0,0,0,0,0,0,0,9.45083369,0,4.736826074,0,30.94918781,,,0,2.420955,0.225646067,,0.225646067,31.17483388,315.07858,9.89
BARAGA,MICHIGAN,MICHIGAN_BARAGA,2012,2377270016,,216.604,,0,,,0,0,15.21829,,,,231.82229,129991.9339,20689.24147,150681.1754,,,,0,150912.9977,0,0.091114597,0,0,0,0,0,0,0.006401582,0,0,0,0.09751618,54.68118178,8.70294E-06,54.68119048,,0,,0,63.48163929,461.468934,13.76
BARBER,KANSAS,KANSAS_BARBER,2012,2941989888,5624.041,9458.729,,0,,,921.6173,3783.684,134547.2,,,,154335.2713,624.714363,,624.714363,,,,0,154959.9857,1.911645252,3.215078692,0,0,0,0,0.313263245,1.286096875,45.73339988,0,0,0,52.45948395,0.212344157,,0.212344157,,0,,0,52.6718281,288.665987,18.25
BARBOUR,ALABAMA,ALABAMA_BARBOUR,2012,2342560000,,4639.891,,0,3512.95,,0,120.5324,,,,,8273.3734,60537.38909,147455.9004,207993.2895,,,,0,216266.6629,0,1.98069249,0,0,1.499620074,0,0,0.051453282,0,0,0,0,3.531765846,25.84240706,6.29465E-05,25.84247001,,0,,0,92.32065044,647.630315,14.26
BARBOUR,WEST VIRGINIA,WEST VIRGINIA_BARBOUR,2012,888030976,,149.0778,,0,,,0,0,,,,,149.0778,45706.84127,330.4031013,46037.24437,,,,0,46186.32217,0,0.167874549,0,0,0,0,0,0,0,0,0,0,0.167874549,51.46987268,3.72063E-07,51.46987305,,0,,0,52.00980981,632.756884,8.22
BARNES,NORTH DAKOTA,NORTH DAKOTA_BARNES,2012,3919889920,10693.11,527730.5,,0,,,0,298105.5,5416.463,,109372.2,,951317.773,17.115462,,17.115462,,,,0,951334.8885,2.727910788,134.6289082,0,0,0,0,0,76.04945702,1.381789568,0,27.90185496,0,242.6899205,0.004366312,,0.004366312,,0,,0,242.6942868,466.389605,52.04
BARNSTABLE,MASSACHUSETTS,MASSACHUSETTS_BARNSTABLE,2012,1165389952,,,,0,,,0,0,,,,,0,1976.835861,7773.483873,9750.319734,,,,0,9750.319734,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69628703,6.67029E-06,1.6962937,,0,,0,8.36657268,880.072464,0.95
BARNWELL,SOUTH CAROLINA,SOUTH CAROLINA_BARNWELL,2012,1443529984,,6329.848,,0,4622.584,,0,2001.243,2199.95,,,,15153.625,9961.198884,100022.0297,109983.2286,,,,0,125136.8536,0,4.384978539,0,0,3.202277785,0,0,1.386353607,1.524007138,0,0,0,10.49761707,6.900583288,6.92899E-05,6.900652578,,0,,0,86.68808752,492.664683,17.60
BARREN,KENTUCKY,KENTUCKY_BARREN,2012,1295020032,6465.522,23699.6,,0,,,0,24895.5,3349.857,,,,58410.479,45381.64749,,45381.64749,,,,0,103792.1265,4.992603852,18.30056633,0,0,0,0,0,19.22402695,2.586722149,0,0,0,45.10391929,35.04320116,,35.04320116,,0,,0,80.14712045,515.961286,15.53
BARRON,WISCONSIN,WISCONSIN_BARRON,2012,2304280064,47135.74,243567,,0,,,0,39594.28,2039.445,,,,332336.465,55291.49999,3946.815228,59238.31522,,,,0,391574.7802,20.45573398,105.7019951,0,0,0,0,0,17.18292868,0.885068196,0,0,0,144.2257259,23.99513013,1.71282E-06,23.99513184,,0,,0,169.9336753,613.480019,27.70
BARROW,GEORGIA,GEORGIA_BARROW,2012,421934016,,,,0,,,0,0,171.8341,,,,171.8341,1899.816282,2937.583937,4837.400219,,,,0,5009.234319,0,0,0,0,0,0,0,0,0.407253489,0,0,0,0.407253489,4.502638351,6.96219E-06,4.502645313,,0,,0,11.87207983,522.864103,2.27
BARRY,MICHIGAN,MICHIGAN_BARRY,2012,1494550016,,97348.45,,0,,,0,32602.86,12821.68,,,,142772.99,28334.64734,648.7915443,28983.43888,,,,0,171756.4289,0,65.13562541,0,0,0,0,0,21.81449911,8.578956785,0,0,0,95.52908131,18.95864778,4.34105E-07,18.95864821,,0,,0,114.921834,704.558394,16.31
BARRY,MISSOURI,MISSOURI_BARRY,2012,2048700032,,16887.68,,0,,,0,505.1732,2428.033,,,,19820.8862,23122.98916,1393.700354,24516.68951,,,,0,44337.57571,0,8.243119899,0,0,0,0,0,0.246582317,1.185157887,0,0,0,9.674860102,11.28666413,6.80285E-07,11.28666481,,0,,0,21.64180945,476.63327,4.54
BARTHOLOMEW,INDIANA,INDIANA_BARTHOLOMEW,2012,1060649984,,111917.1,,0,,,0,61976.71,9818.631,,,,183712.441,6863.300262,108.1319241,6971.432186,,,,0,190683.8732,0,105.5174673,0,0,0,0,0,58.43276381,9.257182999,0,0,0,173.2074141,6.470843695,1.01949E-07,6.470843797,,0,,0,179.7802065,792.128757,22.70
BARTON,MISSOURI,MISSOURI_BARTON,2012,1545430016,,81414.41,,0,,,0,55708.94,76059.82,,,,213183.17,13367.17582,,13367.17582,,,,0,226550.3458,0,52.6807485,0,0,0,0,0,36.04753332,49.2159588,0,0,0,137.9442406,8.649486346,,8.649486346,,0,,0,146.593727,385.295281,38.05
BARTON,KANSAS,KANSAS_BARTON,2012,2332800000,42816.03,47425.16,,0,,,47624.95,21092.85,150266.7,,,,309225.69,1121.062761,,1121.062761,,,,0,310346.7528,18.35392233,20.32971536,0,0,0,0,20.41535922,9.041859568,64.41473765,0,0,0,132.5555941,0.480565313,,0.480565313,,0,,0,133.0361594,575.893988,23.10
